,AwayAttack,AwayDefense,HomeAttack,HomeDefense
Birmingham,1.0760096278698892,0.8346326268579689,0.9759115786539133,1.1628568011527187
Blackburn,0.698109179351848,0.8750211055755586,1.0497337648286915,0.9747175023842596
Bolton,0.7017780407149365,2.081251672809675,0.9084088509770518,1.1020259139387525
Brentford,1.624805850661372,1.4167344348804072,1.2184162923813266,1.3233415856898176
Brighton,1.3038186855749136,0.9272078099415072,1.450648974363637,0.782919447145738
Bristol City,0.8376348663359122,1.4187452301558163,1.2554312039240132,1.4494573289593526
Burnley,1.3756625681223196,0.8088562102220085,1.3722267013084466,0.6108461732768186
Cardiff,0.9399320947841314,1.1865271797450478,1.2081474683317175,0.8563565661584251
Charlton,0.7130272731196375,1.6996106656441226,0.8581621134566882,1.4842040994372638
Derby,1.1772303299325608,1.038960908230473,1.3473107671570013,0.6921175794060034
Fulham,1.2624571688269093,1.6542359187029518,1.340940059507241,1.5630269449222822
Huddersfield,1.0876738048355892,1.4167344348804072,1.2184162923813266,1.4219837739021552
Hull,0.8866117896504282,0.8973106874493908,1.7026664190187317,0.5126435438946261
Ipswich,1.0290333127364422,1.0260031622250108,1.0191056708315729,1.0315634182914
Leeds,1.119494835993908,1.1323130504768202,0.8403741935004849,1.2081883324546867
Middlesbrough,1.160910399622258,0.8810970639776132,1.230993084441119,0.34581465945236783
Milton Keynes Dons,0.7577603624477898,1.2045705296673022,0.769329317149373,1.571997753724919
Nott'm Forest,0.7431184430225649,0.7944764409140287,0.9023121798687819,1.103960315435701
Preston,0.9825841128288058,0.9031422314953904,0.7609265994077896,0.9008195312561202
QPR,0.7005506769409012,1.116083931954031,1.3511051334084307,1.0595851795255213
Reading,1.1036712527067492,1.4767288982275988,0.9250918147045751,0.8624028337481133
Rotherham,0.9215993324550037,1.412730825701302,1.1444037148727462,1.4546642959900014
Sheffield Weds,0.9757212452250188,1.0851511287067812,1.5319564818115352,0.7290202418400064
Wolves,1.115494415569445,1.212947363605788,0.9527953608307842,1.1216955427209039
