,AwayAttack,AwayDefense,HomeAttack,HomeDefense
Arsenal,1.4434460712283232,1.210801667698366,1.7535973894376624,1.1242114371254963
Bournemouth,0.8920392216886686,1.6388550924833065,1.1745219258066937,1.3051623049494334
Brighton,0.6446399625151116,1.3756696881563817,0.8937995886059728,1.7196178183783553
Burnley,0.899163111169306,1.5835932280829321,0.9721996051607484,1.2247407136700876
Chelsea,1.2531945006481666,0.6613495844131556,1.6287675861854154,0.9306384168353257
Crystal Palace,1.1595098196126112,1.3747338300032779,1.138225803968975,1.186283884543632
Everton,1.0876624067569978,1.261040821159552,1.3696337716742422,0.8864388789859274
Huddersfield,0.6370978554563465,1.2176688809612992,0.6825132761876397,1.2597490138381524
Leicester,1.0765229373811065,1.5646209442530146,1.2507951461745914,1.2404545929749144
Liverpool,1.5945858872778875,1.086730903945285,1.4941854808592772,0.8011810218763488
Man City,1.7014544565030365,0.8151237365082056,1.6216027707920972,0.704189249582552
Man United,1.1905595389436558,0.8644864737452016,1.441106762424938,0.6518488874506287
Newcastle,0.826783203897025,1.6658255893587892,0.9318453694756572,1.4154790271329927
Southampton,1.218152709114833,1.103098073093454,1.406350801241478,1.0289972824376727
Stoke,1.0426662347603326,1.3509859374345434,1.225744453883287,1.1521119564224505
Swansea,0.856038228460097,1.5121770074164451,1.1302020729542384,1.3568197117327627
Tottenham,1.4675020810256563,0.874993781052823,1.5414532366677594,0.6713787929681869
Watford,0.8571013977797227,1.3707982122207996,1.1507384281216944,1.333122977690794
West Brom,0.9419900447284868,1.1997271563737073,1.2583743268999161,1.0618686742980699
West Ham,1.2034675226278746,1.4431061034316381,1.155441179592884,1.2622894055661744
